-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,99
-1,-1,-1,-1,138,-1,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,114
-1,-1,4,4,4,4,4,4,4,4,4,4,11,11,11,11,12,43,4,4,4,4,4,4,4,4,4,4,4,4,128,129
-1,-1,19,19,19,19,19,19,19,19,19,19,56,56,56,57,58,58,19,19,19,19,19,19,19,19,19,19,19,19,19,19
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,4,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,19,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,19,-1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,19,19,19,19,19,-1,56,57,58,58,58,58,58,58,58,58,72,73,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,88,72,73,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,88,72,73,-1,-1,-1,-1
-1,-1,-1,-1,138,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,88,72,73,-1,-1
3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,88,-1,-1
18,19,19,19,19,19,19,19,19,19,20,-1,-1,-1,138,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,138,-1,-1,138,-1,-1
33,34,34,34,34,34,34,34,34,34,35,20,4,4,4,4,4,4,4,4,4,-1,-1,4,4,4,4,4,4,4,4,4
33,34,34,34,34,34,34,34,34,34,34,34,19,19,19,19,19,19,19,19,19,-1,-1,19,19,19,19,19,19,19,19,19
33,124,34,34,34,124,34,34,34,124,34,34,34,124,34,34,34,124,34,34,34,-1,-1,34,34,34,34,34,34,34,34,34
33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,-1,-1,34,34,34,34,34,34,34,34,34
